"glytoucan_ac","glytoucan_type","glycan_mass","glycan_permass","base_composition","composition","topology","monosaccharides","is_motif"
"G34090HL","Topology","691.253493175","873.456944085","G43094UN","G03577SC","G34090HL","4","False"
"G34091LH","Composition","830.24742157","1026.46652255","","G34091LH","","4","False"
"G34092QJ","BaseComposition","1580.53465771","1986.98850974","G34092QJ","","","7","False"
"G34094KX","Saccharide","666.2218587","862.44095968","G90306QO","G88288TV","G92495JT","4","False"
"G34094YB","Topology","545.195584305","699.367735075","G52963ZW","G22331NZ","G34094YB","3","False"
"G34100DU","Saccharide","1113.40715301","1393.72015442","G57317CE","G87030LJ","G31552VX","6","False"
"G34100XV","Saccharide","836.29100094","1060.54140206","G63053UD","G62828VD","G16418XC","4","False"
"G34105RF","Composition","2864.0361051","3536.78730847","G12427LG","G34105RF","","15","False"
"G34108KW","Saccharide","2985.03722736","3727.86668107","G14238ED","G88245MJ","","15","False"
"G34110KD","Composition","1347.35756166","1627.67056307","","G34110KD","","6","False"
"G34113RR","Topology","504.1690352","658.34118597","G39365VM","G16060FD","G34113RR","3","False"
"G34118NA","Saccharide","1160.35373724","1412.6354385","G46874AK","G43468QY","G87615UU","5","False"
"G34122OI","Saccharide","488.17412057","628.33062127","G89864HJ","G09551MC","G73549JS","3","False"
"G34126VO","Saccharide","2662.97238257","3293.67663572","G02287BL","G84058QX","","15","False"
"G34135IW","Saccharide","1665.6238071","2058.06200906","G88725PI","G75496QY","G86821NY","9","False"
"G34143CH","Saccharide","1462.54443449","1812.93568624","G25987BV","G88571CI","G42332XP","8","False"
"G34152JG","Saccharide","836.29100094","1060.54140206","G63053UD","G97203HL","G29398UD","4","False"
"G34155LO","Topology","2020.72403439","2511.27178684","G97357RI","G13891WJ","G34155LO","11","False"
"G34158QP","Saccharide","3977.44325812","4916.49181281","G52687MJ","G39668NE","G60314KF","22","False"
"G34158WL","Topology","1695.59798628","2116.06748839","G13058MK","G44009TT","G34158WL","8","False"
"G34162ZB","Saccharide","1332.48144025","1682.872692","","G37306DH","G05379WO","6","False"
"G34163NN","Topology","1245.48579733","1553.83009887","","G53564VR","G34163NN","7","False"
"G34163WN","Saccharide","666.178948","806.3354487","G32406CO","G10714EP","G81895EG","3","False"
"G34168KI","Saccharide","1405.52297075","1741.89857243","G28997IA","G48181XF","G91990OC","8","False"
"G34173EV","Saccharide","504.1690352","658.34118597","G39365VM","G86570NJ","G81032PV","3","False"
"G34175ZP","Saccharide","1843.67154523","2292.17234747","G65184UU","G31831PV","G11936FB","10","False"
"G34177WW","Saccharide","924.30704497","1176.58874623","G82688EZ","G39383TH","G25315HI","4","False"
"G34189JE","Composition","1972.71413836","2449.24624074","G93838EE","G34189JE","","10","False"
"G34194GT","Topology","2137.80301303","2656.38206562","","G88851YP","G34194GT","12","False"
"G34198FQ","Saccharide","910.32778041","1148.5938316","G28681TP","G71678CK","G03833LE","5","False"
"G34206MI","Topology","869.301231305","1107.56728249","G15666IG","G13628FE","G34206MI","5","False"
"G34207RX","BaseComposition","812.23685687","980.42465771","G34207RX","","","4","False"
"G34211XO","Topology","1305.4341557","1655.82540745","G74962OJ","G99923IA","G34211XO","6","False"
"G34215DG","Saccharide","2588.9356031","3205.62420618","G72601ZT","G49241TZ","","14","False"
"G34216OT","BaseComposition","2225.81905706","2772.4294098","G34216OT","","","12","False"
"G34216YN","Saccharide","2039.75500019","2544.31840272","","G16867BL","G02910KB","12","False"
"G34219XL","Saccharide","674.23817744","856.44162835","G22312GP","G19671XU","G85924HA","3","False"
"G34220DL","Saccharide","1072.38060391","1352.69360531","G92050GC","G86052EW","G58858DY","6","False"
"G34229EO","Topology","1103.3322735","1341.59832469","G53144GY","G99984YM","G34229EO","5","False"
"G34234AZ","Saccharide","570.22721878","710.38371948","G06042JP","G20391ZE","G64089BY","3","False"
"G34240UR","Topology","164.06847357","220.13107385","G02438LG","","G34240UR","1","False"
"G34245CM","Saccharide","2384.83582939","2973.49313233","G98235NV","G87834OS","G78256EL","12","False"
"G34247PU","Topology","1404.50256965","1754.8938214","G49155EM","G05387BJ","G34247PU","7","False"
"G34248BF","Saccharide","545.195584305","699.367735075","G52963ZW","G96927TT","G87068JH","3","False"
"G34248DA","BaseComposition","2926.99536252","3669.82481623","G34248DA","","","14","False"
"G34248UK","Topology","2571.92028737","3188.60889045","G29851JI","G16844XE","G34248UK","13","False"
"G34252AT","Saccharide","1517.51252531","1923.96637734","G82985VK","G89621BX","G71280GW","9","False"
"G34258QU","Topology","1259.46506188","1567.80936342","G80475RE","G55710AV","G34258QU","7","False"
"G34259ZA","Topology","1599.56562351","2006.01947554","G42362XD","G16365RF","G34259ZA","9","False"
"G34263TP","Saccharide","1462.54443449","1812.93568624","G25987BV","G88571CI","G31745GZ","8","False"
"G34264ZT","Saccharide","2734.99351197","3379.71341519","G28989NC","G74930DK","","15","False"
"G34268JW","Topology","1558.53907441","1964.99292644","G31852PQ","","G34268JW","9","False"
"G34276SS","Saccharide","3466.25315315","4293.17650727","G15127JD","G97743NA","G46058YI","19","False"
"G34277BH","Saccharide","2356.87730027","2931.51895314","","G06335JR","G51984HT","13","False"
"G34292BG","Composition","910.32778041","1148.5938316","G28681TP","G34292BG","","5","False"
"G34294BW","Saccharide","853.306316675","1077.5567178","G54630CD","G82935CH","G63520EZ","5","False"
"G34295NM","Saccharide","1289.43924107","1625.81484275","G77976VJ","G39632CM","G66740MB","6","False"
"G34295PW","Saccharide","1720.59189791","2169.09270015","G62765YT","","","10","False"
"G34301QX","Topology","1964.69781962","2455.24557207","G49018RC","G56302SI","G34301QX","11","False"
"G34306IB","Saccharide","2118.77204723","2623.33544975","G26469QK","G09782NR","G73917HK","11","False"
"G34308VE","Saccharide","732.28004228","914.48349319","G94583DZ","G61985YC","G32072PH","4","False"
"G34311QP","Topology","1042.40642472","1308.70377605","","G29507HD","G34311QP","6","False"
"G34311UE","Saccharide","2571.92028737","3188.60889045","G29851JI","G16844XE","G34248UK","13","False"
"G34313LI","Saccharide","2162.72549098","2709.33584371","G94494JM","G47673XT","G55945YW","9","False"
"G34314SG","Saccharide","1720.59189791","2169.09270015","G62765YT","G21194PE","G76288KM","10","False"
"G34325IS","Saccharide","2135.78736296","2640.35076549","G29651HS","G14719NG","G89324AP","12","False"
"G34329HY","Composition","367.147846175","465.257396665","G00194GV","G34329HY","","2","False"
"G34330HT","Saccharide","2054.68660302","2531.2187054","","G67158AU","G62589NW","10","False"
"G34333BI","Topology","1681.61872173","2088.07257376","G72790NZ","G47406YI","G34333BI","9","False"
"G34336TS","Topology","369.163496245","481.288696805","","G58011AB","G34336TS","2","False"
"G34343FT","Saccharide","2296.81978536","2857.44578816","G52478RN","G52223PR","G82854VG","12","False"
"G34346SU","Topology","1866.60689608","2287.07639818","G63236GA","G34574WR","G34346SU","10","False"
"G34351JL","Saccharide","864.32230108","1074.55705213","G84825UQ","G63013RK","G97636IY","5","False"
"G34351ZQ","Saccharide","2223.80340699","2756.39810966","G83282IU","G04954EB","G34080IB","12","False"
"G34355FL","Saccharide","1421.51788538","1771.90913713","G10339FR","G06971WM","G00969CV","8","False"
"G34356AA","Saccharide","545.195584305","699.367735075","G52963ZW","G22331NZ","G24735SG","3","False"
"G34364AA","Composition","1267.40074708","1561.72939854","","G34364AA","","6","False"
"G34367WV","Saccharide","504.1690352","658.34118597","G39365VM","G72116MB","G63977XF","3","False"
"G34368WA","Saccharide","254.10016767","","","G17660NW","G80413BD","2","False"
"G34371MF","Topology","732.28004228","914.48349319","G94583DZ","","G34371MF","4","False"
"G34372XL","Composition","3745.27579876","4684.32435345","G86658QM","G34372XL","","18","False"
"G34375BU","Topology","1720.59189791","2169.09270015","G62765YT","G21194PE","G34375BU","10","False"
"G34375MH","Topology","3099.10530697","3841.93476068","G95517DQ","G95823CG","G34375MH","16","False"
"G34381JF","Saccharide","2603.91011663","3248.63001985","G67353LI","G81777TV","G94355WQ","13","False"
"G34383AG","Saccharide","1786.65008149","2221.13523366","G83555HU","G18140UF","G40988FW","10","False"
"G34392KZ","Saccharide","2879.01061863","3579.79312213","G98715EM","G83037OI","G80656OQ","14","False"
"G34394BR","Saccharide","1558.53907441","1964.99292644","G31852PQ","G45552IY","G82308RC","9","False"
"G34394KR","Saccharide","1558.49616371","1908.88741546","G92119WG","G05957DR","G66415NO","8","False"
"G34398FX","Topology","1097.41223838","1363.70958971","G02809YH","G23960RZ","G34398FX","6","False"
"G34399PU","Composition","2719.9938463","3364.71374952","G17650MH","G34399PU","","15","False"
"G34401OM","Topology","912.34343048","1164.62513174","","G61528FN","G34401OM","5","False"
"G34407JR","Composition","1202.44359815","1496.77224962","G21726WW","G34407JR","","7","False"
"G34411BB","Saccharide","1478.53934912","1842.94625094","G72787SB","G14445VK","G02654ED","8","False"
"G34412AR","Saccharide","820.29608631","1030.53083736","G42932DS","G58879PQ","G22933CR","4","False"
"G34412GZ","Composition","477.078839955","575.188390445","G58082FV","G34412GZ","","2","False"
"G34423JR","Composition","2312.81469999","2887.45635286","G77131CL","G34423JR","","12","False"
"G34430BH","Saccharide","2516.9144737","3119.58742671","G49739MP","G83783DS","G58947PZ","14","False"
"G34433ZD","Saccharide","504.1690352","658.34118597","G39365VM","G86570NJ","G33145GJ","3","False"
"G34435HX","Saccharide","2206.75036841","2781.39202128","G58087IP","G57566HS","G95583XQ","13","False"
"G34440FX","Saccharide","675.222193035","843.409993875","G70052MP","G11664SJ","G48789KT","3","False"
"G34440QX","Topology","3244.14281473","4029.01921866","G59927DK","G84964XI","G34440QX","16","False"
"G34442SS","Saccharide","1072.38060391","1352.69360531","G92050GC","G86052EW","G58858DY","6","False"
"G34442TX","Saccharide","586.22213341","740.39428418","G58001LT","G93562NG","G87644AU","3","False"
"G34445HF","Topology","1039.37037354","1305.66772487","G49139YY","G83604ZB","G34445HF","5","False"
"G34447AN","Saccharide","383.142760805","495.267961365","G43417UB","G83223NT","G27939BZ","2","False"
"G34447YB","BaseComposition","2587.915202","3218.61945515","G34447YB","","","13","False"
"G34449FW","Saccharide","2222.78300589","2769.39335862","G49174JP","G73366EA","G97599MN","11","False"
"G34449IQ","Topology","1380.49133628","1730.88258803","G16407EV","","G34449IQ","8","False"
"G34451FZ","Topology","1542.50124908","1878.87685076","G54168YD","G30154JG","G34451FZ","8","False"
"G34461YU","Saccharide","791.317156085","1001.55190713","","G80517ZY","G64684RR","4","False"
"G34462PB","Saccharide","2151.78227759","2670.36133019","G44211QA","G15715XI","G11458MU","12","False"
"G34465ZP","Saccharide","1115.42280308","1409.75145456","","G81655ZA","G30960YA","6","False"
"G34466DO","Saccharide","397.122025365","509.247225925","G05931YV","G54325WN","G47726BP","2","False"
"G34466UT","Topology","1769.63476576","2204.11991793","G54498TF","G11545WS","G34466UT","9","False"
"G34467NW","Saccharide","732.28004228","914.48349319","G94583DZ","G97803FU","G25347ZR","4","False"
"G34468EW","Saccharide","504.1690352","658.34118597","G39365VM","G89489JX","G68750IZ","3","False"
"G34473LL","Saccharide","853.306316675","1077.5567178","G54630CD","G82935CH","G29900GO","5","False"
"G34476JC","Saccharide","674.23817744","856.44162835","G22312GP","G37772BP","G90852NI","3","False"
"G34478PN","Composition","853.269931165","1077.52033228","G20980JF","G34478PN","","5","False"
"G34479QF","Saccharide","894.33286578","1118.5832669","G93579XB","G99932KY","G40871OK","5","False"
"G34483UH","Saccharide","1681.61872173","2088.07257376","G72790NZ","G58543MF","G88052AE","9","False"
"G34487MQ","Topology","1039.37037354","1305.66772487","G49139YY","G83604ZB","G34487MQ","5","False"
"G34488MU","Composition","1321.42907034","1685.83597215","G20309KB","G34488MU","","6","False"
"G34491AS","Saccharide","1144.40173331","1438.73038478","G95024TJ","G01303GF","G93275TB","6","False"
"G34495UB","Saccharide","2589.95600421","3192.62895721","G26271XI","G63395BB","","15","False"
"G34499SX","Saccharide","1396.48625091","1760.89315273","G41247ZX","G28830ZA","G93458GZ","8","False"
"G34508UC","Saccharide","2368.84091476","2943.48256763","G42039FI","G83385WA","G27091KK","12","False"
"G34511DI","Saccharide","488.17412057","628.33062127","G89864HJ","G58169SI","G99029QP","3","False"
"G34516JZ","Composition","1404.50256965","1754.8938214","G49155EM","G34516JZ","","7","False"
"G34516MK","Saccharide","342.1162117","454.24141226","G90627TW","G91902ZT","G04640CO","2","False"
"G34520RB","Topology","2280.82487073","2827.43522346","G81088WT","G08819PX","G34520RB","12","False"
"G34524LV","Topology","1567.57579425","1945.99834614","G92597CK","G92133SS","G34524LV","9","False"
"G34527RW","Saccharide","1519.56589823","1883.97280004","G69222XZ","G96281OZ","G88237OS","8","False"
"G34539VP","Saccharide","1333.50184135","1669.87744303","","G99902AI","G03470GM","7","False"
"G34540VL","Saccharide","1259.46506188","1567.80936342","G80475RE","G98983WU","","7","False"
"G34544PD","Topology","2808.00989034","3480.76109369","G13861EC","G95054EI","G34544PD","15","False"
"G34558ED","BaseComposition","2322.87182094","2855.4665236","G34558ED","","","13","False"
"G34561BL","Saccharide","2790.9945746","3463.74577796","G13507RY","G16591FM","G56300OC","14","False"
"G34562TL","Saccharide","531.216319745","685.388470515","","G32904GJ","G68914XE","3","False"
"G34566UU","Topology","911.254903305","1177.55225464","G13225GT","G33495EJ","G34566UU","4","False"
"G34567KI","Saccharide","1720.59189791","2169.09270015","G62765YT","G21194PE","G09771GJ","10","False"
"G34570FV","Saccharide","990.3275057","1270.6405071","G32030CB","G00803PJ","G72079HR","6","False"
"G34572TY","Saccharide","2044.69754491","2577.29224757","G83460ZZ","G33970PJ","G73487DK","12","False"
"G34573QO","Saccharide","545.195584305","699.367735075","G52963ZW","G75641SG","G36808OX","3","False"
"G34574WR","Composition","1866.60689608","2287.07639818","G63236GA","G34574WR","","10","False"
"G34582AE","Saccharide","1152.3803292","1474.74028081","G55913GS","G01190ZZ","G22830WV","7","False"
"G34582DB","Saccharide","1769.63476576","2204.11991793","G54498TF","G15347NT","G91542NW","9","False"
"G34585DT","Saccharide","3815.39043462","4712.3920391","G12872WY","G58990YP","G40980VP","21","False"
"G34586YI","Topology","1843.67154523","2292.17234747","G65184UU","G24526DO","G34586YI","10","False"
"G34590ZX","Composition","2192.8088267","2711.38787929","G69364JQ","G34590ZX","","12","False"
"G34595KJ","Saccharide","1786.65008149","2221.13523366","G83555HU","G01924ZE","G27658AJ","10","False"
"G34596BP","Saccharide","1082.41257272","1362.72557412","","G27119AL","G16488DY","5","False"
"G34603JX","Saccharide","3019.06785883","3761.89731254","G11719TC","G96893GC","G68389XK","17","False"
"G34608VE","Saccharide","1023.37545891","1275.65716017","G12344AO","G50498MJ","","5","False"
"G34609IT","Topology","2466.8889276","3055.54623054","G58169DO","G54675YY","G34609IT","12","False"
"G34609SH","Saccharide","586.22213341","740.39428418","G58001LT","G59848RU","G31881UK","3","False"
"G34611YE","Composition","529.200669675","669.357170375","G54129SE","G34611YE","","3","False"
"G34612DX","Saccharide","1681.61872173","2088.07257376","G72790NZ","G47406YI","G34333BI","9","False"
"G34617SM","Composition","2808.00989034","3480.76109369","G13861EC","G34617SM","","15","False"
"G34622QG","Saccharide","1405.52297075","1741.89857243","G28997IA","G40354OA","G76336SS","8","False"
"G34623JE","Topology","999.364225545","1251.64592681","G22955WV","G92628UB","G34623JE","6","False"
"G34625UY","Saccharide","2014.76108857","2477.27754088","G59540CB","G02597KH","G40614LT","11","False"
"G34626UE","Saccharide","3537.25388144","4406.22418578","","G03918DZ","G42727HE","17","False"
"G34629XD","Saccharide","504.1690352","658.34118597","G39365VM","G86570NJ","G77288BQ","3","False"
"G34630VD","Composition","2210.8193914","2757.42974413","","G34630VD","","12","False"
"G34632KL","Topology","627.248682515","781.420833285","G40740AD","G20174EZ","G34632KL","3","False"
"G34633SI","BaseComposition","1121.3428382","1387.64018953","G34633SI","","","5","False"
"G34634NL","Saccharide","1218.43851278","1526.78281432","G82364UA","G04727QI","G00258QK","7","False"
"G34641KA","Topology","586.22213341","740.39428418","G58001LT","G26162MM","G34641KA","3","False"
"G34643KR","Topology","1915.69267463","2378.20912694","G12295AY","G49002BX","G34643KR","10","False"
"G34646VD","Saccharide","666.2218587","862.44095968","G90306QO","G31690TW","G67243SS","4","False"
"G34650EM","Saccharide","1234.43342741","1556.79337902","G02815KT","G89929IA","G74524AQ","7","False"
"G34655BH","Saccharide","1113.40715301","1393.72015442","G57317CE","G92120IY","G87064GU","6","False"
"G34659EV","Saccharide","504.1690352","658.34118597","G39365VM","G29136NI","G41305CU","3","False"
"G34663IH","Composition","1179.38470304","1445.68205438","","G34663IH","","6","False"
"G34663UW","Saccharide","1874.66612552","2337.18257783","G15075HJ","G33056EO","G16019JF","10","False"
"G34663XR","Topology","488.17412057","628.33062127","G89864HJ","G58169SI","G34663XR","3","False"
"G34669KZ","BaseComposition","788.246373205","1026.51242439","G34669KZ","","","4","False"
"G34669ZJ","Saccharide","2192.8088267","2711.38787929","G69364JQ","G95640AM","G13867XG","12","False"
"G34671YV","BaseComposition","636.24767951","818.45113042","G34671YV","","","4","False"
"G34674RX","Topology","998.34382444","1264.64117577","G14090IF","G29847FN","G34674RX","5","False"
"G34679ZT","Saccharide","748.27495691","944.49405789","G65171UV","G83574AW","G72872SQ","4","False"
"G34683KF","Saccharide","2135.78736296","2640.35076549","G29651HS","G82044LD","G15177HV","12","False"
"G34684DG","Topology","2662.97238257","3293.67663572","G02287BL","G84058QX","G34684DG","15","False"
"G34693QT","Topology","2176.81391207","2681.37731459","G20698EO","G22702VY","G34693QT","12","False"
"G34696FX","Topology","3697.29105487","4594.29265935","G76668FN","G71187JK","G34696FX","18","False"
"G34696JS","Saccharide","2162.72549098","2709.33584371","G94494JM","G47673XT","","9","False"
"G34705QH","Saccharide","953.369979585","1205.65168084","","G07210YT","G92017SL","5","False"
"G34706DW","Saccharide","1099.42788845","1379.74088985","","G89650RP","G53385YP","6","False"
"G34706FZ","Saccharide","383.142760805","495.267961365","G43417UB","G08749AK","G67424GF","2","False"
"G34707SL","Composition","990.3275057","1270.6405071","G32030CB","G34707SL","","6","False"
"G34709AU","Saccharide","1519.56589823","1883.97280004","G69222XZ","G96281OZ","G36094DV","8","False"
"G34716XJ","Topology","1841.61817231","2332.16592476","G04681UD","G84662CQ","G34716XJ","11","False"
"G34718WT","Saccharide","2774.99965997","3433.73521326","G90066XJ","G69860JP","G75523OL","14","False"
"G34723AD","Saccharide","254.10016767","","","G17660NW","G80413BD","2","False"
"G34723UV","Saccharide","1640.59217262","2047.04602465","G68990JR","G73811LP","G23934NS","9","False"
"G34725OX","Saccharide","1234.43342741","1556.79337902","G02815KT","G89929IA","G73636FD","7","False"
"G34725PD","Saccharide","2384.83582939","2973.49313233","G98235NV","G87834OS","G78256EL","12","False"
"G34729XK","Saccharide","2077.74549812","2582.30890064","G70382FA","G54382UL","G45294SJ","11","False"
"G34730YF","Composition","1874.66612552","2337.18257783","G15075HJ","G34730YF","","10","False"
"G34731QC","Saccharide","2881.0262687","3595.82442227","","G78221KA","G25467PR","14","False"
"G34732YA","Saccharide","1040.39077465","1292.67247591","G51210WZ","G18083QB","G60897WU","6","False"
"G34736WD","Composition","2400.83074402","3003.50369703","G53218VX","G34736WD","","12","False"
"G34748JC","Saccharide","627.248682515","781.420833285","G40740AD","G20174EZ","G34632KL","3","False"
"G34748WY","Saccharide","1972.71413836","2449.24624074","G93838EE","G07975HS","G02635WB","10","False"
"G34748ZT","Topology","748.27495691","944.49405789","G65171UV","G83574AW","G34748ZT","4","False"
"G34749PQ","Saccharide","910.32778041","1148.5938316","G28681TP","G21599SH","G28416JU","5","False"
"G34751SB","Saccharide","504.1690352","658.34118597","G39365VM","G72116MB","G63977XF","3","False"
"G34751ZZ","Saccharide","1055.36528817","1335.67828958","G48712FQ","G13771ME","G96349IQ","5","False"
"G34753FI","Saccharide","1827.6766306","2262.16178277","G68318VE","G80294ZS","G47133WV","10","False"
"G34754UR","Saccharide","2879.01061863","3579.79312213","G98715EM","G58318SA","G26085RC","14","False"
"G34761EG","Topology","2005.72436873","2496.27212117","G60033FS","","G34761EG","11","False"
"G34764BK","Saccharide","1154.43370212","1434.74670352","G42738BT","G64123ZS","G27642RO","6","False"
"G34771DU","Saccharide","910.32778041","1148.5938316","G28681TP","G71678CK","G17271TR","5","False"
"G34774HI","Topology","951.354329515","1189.6203807","G73004SD","G71587CZ","G34774HI","5","False"
"G34785MA","Composition","1915.69267463","2378.20912694","G12295AY","G34785MA","","10","False"
"G34789KG","Saccharide","529.200669675","669.357170375","G54129SE","G30886AB","G13523IF","3","False"
"G34794YT","BaseComposition","2591.97165428","3208.66025735","G34794YT","","","15","False"
"G34795YW","Saccharide","1289.43924107","1625.81484275","G77976VJ","G39632CM","G23955MI","6","False"
"G34797BZ","Saccharide","1289.43924107","1625.81484275","G77976VJ","G39632CM","G80844IW","6","False"
"G34797CS","Topology","789.301506015","985.520606995","G88713AC","G08017ND","G34797CS","4","False"
"G34807KI","Topology","1470.48011968","1806.85572136","","G68987VP","G34807KI","7","False"
"G34813CA","Composition","1786.65008149","2221.13523366","G83555HU","G34813CA","","10","False"
"G34815RA","Saccharide","1609.59759233","2016.05144436","","G02280OF","G04626WE","8","False"
"G34819LS","Saccharide","3681.29614024","4564.28209465","G08182IE","G96816KA","G63567OG","18","False"
"G34821YB","Saccharide","2044.69754491","2577.29224757","G83460ZZ","G90109YC","G96705SS","12","False"
"G34822AT","Saccharide","1714.62895209","2149.11410426","","G70457JV","G60231RC","9","False"
"G34824ZD","Saccharide","997.323423335","1277.63642473","G19185OK","G09223MU","G19647KE","4","False"
"G34827IO","Saccharide","666.2218587","862.44095968","G90306QO","G88288TV","G92495JT","4","False"
"G34830EE","Composition","1792.57011661","2199.02396864","G39432YS","G34830EE","","9","False"
"G34836GV","Saccharide","424.16930991","536.29451047","G27391WQ","G58852GK","G23854HB","2","False"
"G34838RM","Saccharide","1868.7031797","2303.18833187","G55382TU","G98288RW","G09244EU","10","False"
"G34848LG","Topology","1306.45455681","1642.83015849","G55457LM","G09969JI","G34848LG","7","False"
"G34852SB","BaseComposition","2646.97746794","3263.66607102","G34852SB","","","15","False"
"G34852ZG","Saccharide","1234.43342741","1556.79337902","G02815KT","G46969RI","G06964XX","7","False"
"G34853GU","Saccharide","836.29100094","1060.54140206","G63053UD","G62828VD","G90417UB","4","False"
"G34854XJ","Saccharide","828.2317715","1010.43522241","G66863RH","G44967LM","G51176VI","4","False"
"G34859KW","Saccharide","2254.77283515","2829.41448802","G79980BA","G33559EY","G51087ZL","11","False"
"G34861PV","Saccharide","1907.63344519","2328.10294729","G73943YH","G22622LS","G89233BN","10","False"
"G34863TS","Saccharide","1242.44974615","1550.79404769","G26550KF","G65383LK","G25244IK","6","False"
"G34873QT","Saccharide","547.211234375","715.399035215","","G02191FD","G06748VG","3","False"
"G34875RO","Saccharide","1542.50124908","1878.87685076","G54168YD","G30154JG","G34451FZ","8","False"
"G34876YB","Topology","1906.65595478","2397.20370723","G88687PV","G98298SL","G34876YB","10","False"
"G34877SN","Saccharide","1039.37037354","1305.66772487","G49139YY","G83604ZB","G96107WD","5","False"
"G34878UL","Topology","1127.38641757","1421.71506905","G71981YX","G10506KQ","G34878UL","5","False"
"G34879YH","Topology","1724.6609209","2145.130423","","G74814FU","G34879YH","9","False"
"G34881WK","Saccharide","853.306316675","1077.5567178","G54630CD","G56054GN","G25711ZC","5","True"
"G34884BV","Composition","634.976819065","705.055069415","G13964NK","G34884BV","","2","False"
"G34884LC","Topology","3745.27579876","4684.32435345","G86658QM","G44606CY","G34884LC","18","False"
"G34889BO","Topology","1423.53353545","1787.94043727","","G24173DA","G34889BO","8","False"
"G34889QO","BaseComposition","2305.8565052","2838.45120787","G34889QO","","","12","False"
"G34892QQ","Topology","1841.65589516","2290.1566974","G64726EB","G79265CF","G34892QQ","9","False"
"G34892VB","Saccharide","504.1690352","658.34118597","G39365VM","G89489JX","G68750IZ","3","False"
"G34898TQ","Composition","910.20423616","1092.40768707","","G34898TQ","","4","False"
"G34904RS","Composition","2093.74041275","2612.31946535","G40361DC","G34904RS","","11","False"
"G34905OT","Saccharide","2128.80401604","2619.35176849","G96430BV","G83090ZI","G05884CO","11","False"
"G34914SZ","Saccharide","1396.44334021","1704.78764175","G67486RJ","G74337VG","G48259SL","7","False"
"G34926IG","Saccharide","668.23750877","878.47225982","","G94918BJ","G54886PY","4","False"
"G34931KK","Saccharide","3041.06344213","3783.89289584","G70499JS","G80874KA","G88175IX","15","False"
"G34931WC","Topology","1827.6766306","2262.16178277","G68318VE","G16104HK","G34931WC","10","False"
"G34932KD","BaseComposition","957.274364635","1167.50911569","G34932KD","","","4","False"
"G34938CC","Topology","529.200669675","669.357170375","G54129SE","G30886AB","G34938CC","3","False"
"G34943QI","Composition","1583.57070888","1976.00891084","G15486FH","G34943QI","","9","False"
"G34946TH","Saccharide","2368.84091476","2943.48256763","G42039FI","G83385WA","G69616RY","12","False"
"G34947FX","Saccharide","2167.77719222","2700.37189489","G14368ET","G79301FF","G95139JO","12","False"
"G34953RY","Composition","974.28968037","1184.52443142","G67631MS","G34953RY","","5","False"
"G34960HZ","Saccharide","1517.51252531","1923.96637734","G82985VK","G89621BX","G40971VM","9","False"
"G34961YB","Composition","3028.12973082","3714.89658425","G53384JS","G34961YB","","18","False"
"G34962ER","Saccharide","2646.97746794","3263.66607102","G34852SB","G28483HE","G08543DY","15","False"
"G34962LY","Saccharide","1811.68171597","2232.15121807","G40792UP","G08524WM","G38603QR","10","False"
"G34962OL","Topology","1261.48071195","1583.84066356","","G22655LJ","G34962OL","7","False"
"G34962RK","Saccharide","707.248407805","903.467508785","G08590QR","G47270FQ","G51000ET","4","False"
"G34964CV","Saccharide","820.29608631","1030.53083736","G42932DS","G58879PQ","G50236GJ","4","False"
"G34972BB","Saccharide","3025.0685275","3753.88233114","G13300LP","G28352HT","G01972UA","15","False"
"G34980LJ","Topology","2774.99965997","3433.73521326","G90066XJ","G72597SM","G34980LJ","14","False"
"G34983WB","Saccharide","2969.04231273","3697.85611637","G51163UA","G89566SH","G87375AE","15","False"
"G34983YN","Saccharide","2444.8933443","3047.56629731","","G99391HR","G30344QY","13","False"
"G34985DS","Saccharide","3012.10966405","3712.89216755","G98385AL","G07717DI","G35225TT","17","False"
"G34985XL","Saccharide","1445.52911876","1795.9203705","G49859SH","","","7","False"
"G34989PA","Composition","2409.86746387","2984.50911674","G58271GK","G34989PA","","12","False"
"G34992DF","","","","","","","","False"
"G34992NI","Composition","475.063189885","573.172740375","G66706SL","G34992NI","","2","False"
"G34993RG","Saccharide","1613.54488807","2034.01439018","G85332EK","G51611OR","G05539AN","8","False"
"G34995KD","Saccharide","504.1690352","658.34118597","G39365VM","G72116MB","G63977XF","3","False"
"G34996FL","Topology","1542.54415978","1934.98236174","G02860WV","G14895EX","G34996FL","9","False"
"G34996GA","Saccharide","1714.62895209","2149.11410426","","G70457JV","G60231RC","9","False"
"G35004FB","Topology","1113.40715301","1393.72015442","G57317CE","","G35004FB","6","False"
"G35005RC","Topology","2222.78300589","2769.39335862","G49174JP","G69265CM","G35005RC","11","False"
"G35006ST","Topology","1681.61872173","2088.07257376","G72790NZ","G26021HI","G35006ST","9","False"
"G35013TY","Saccharide","2500.91955907","3089.57686201","G05049IC","G45978IP","G09255SB","14","False"
"G35026MC","Composition","1396.44334021","1704.78764175","G67486RJ","G35026MC","","7","False"
"G35028BC","Composition","2240.81872273","2773.41342539","G58802FE","G35028BC","","13","False"
"G35029YA","BaseComposition","1316.48652562","1638.84647723","G35029YA","","","7","False"
"G35033DR","Saccharide","2604.93051773","3235.63477088","G15622GU","","","14","False"
"G35033MX","Topology","2062.74583246","2581.32488505","","G50703DZ","G35033MX","10","False"
